480	12540	602
970	12540	1216
1480	12540	1856
1970	12500	2462
2470	12480	3082
2970	12470	3703
3470	12450	4320
3980	12430	4947
4470	12410	5547
4970	12390	6157
5470	12380	6771
5980	12360	7391
6470	12360	7996
6970	12350	8607
7460	12340	9205
7970	12330	9827
8470	12320	10435
8970	12310	11042
9470	12300	11648
9970	12290	12253
10460	12280	12844
10960	12270	13447
11460	12260	14049
11970	12250	14663
12470	12240	15263
12970	12230	15862
13470	12220	16460
13960	12200	17031
14460	12180	17612
14970	12110	18128
15460	11960	18490
15970	11700	18684
16470	11310	18627
16970	10730	18208
17470	9900	17295
17970	8730	15687
18470	7140	13187
19940	0	0
19940	0	0
19940	0	0
19940	0	0
19940	0	0
19940	0	0
19940	0	0
19950	0	0
19940	0	0
19940	0	0
