490	3470	170
980	3470	340
1480	3470	514
1980	3460	685
2470	3460	854
2970	3460	1027
3470	3450	1197
3980	3450	1373
4480	3450	1545
4980	3440	1713
5470	3440	1881
5980	3430	2051
6470	3410	2206
6970	3400	2369
7460	3390	2528
7980	3390	2705
8480	3390	2874
8970	3390	3040
9470	3390	3210
9970	3380	3369
10470	3380	3538
10970	3380	3707
11460	3380	3873
11970	3380	4045
12470	3380	4214
12970	3370	4370
13470	3360	4525
13960	3350	4676
14470	3330	4818
14970	3300	4940
15460	3250	5024
15980	3180	5081
16470	3060	5039
16980	2890	4907
17470	2620	4577
17980	2190	3937
19250	0	0
19250	0	0
19250	0	0
19250	0	0
19250	0	0
19250	0	0
19250	0	0
19250	0	0
19250	0	0
19250	0	0
19250	0	0
