480	7780	373
970	7780	755
1480	7780	1151
1970	7780	1532
2470	7780	1921
2960	7780	2302
3470	7780	2699
3970	7770	3084
4470	7770	3473
4970	7770	3861
5470	7770	4250
5970	7760	4632
6460	7740	5000
6960	7710	5366
7460	7600	5669
7960	7480	5954
8470	7480	6335
8960	7480	6702
9460	7480	7076
9960	7480	7450
10460	7480	7824
10950	7490	8201
11460	7480	8572
11970	7480	8953
12470	7480	9327
12960	7480	9694
13460	7480	10068
13960	7480	10442
14460	7470	10801
14960	7450	11145
15450	7410	11448
15960	7320	11682
16470	7180	11825
16970	6950	11794
17460	6580	11488
17960	6010	10793
18470	5140	9493
19960	0	0
19960	0	0
19960	0	0
19960	0	0
19960	0	0
19950	0	0
19960	0	0
19960	0	0
19960	0	0
19960	0	0
