120	3670	44
280	3670	103
490	3670	180
680	3670	249
880	3670	322
1080	3670	396
1280	3670	469
1480	3670	543
1670	3670	612
1870	3670	686
2070	3660	757
2270	3660	830
2470	3660	904
2670	3660	977
2870	3660	1050
3070	3660	1123
3280	3660	1200
3470	3660	1270
3670	3660	1343
3880	3660	1420
4070	3660	1489
4270	3660	1562
4470	3660	1636
4670	3660	1709
4880	3660	1786
5080	3660	1859
5270	3660	1928
5470	3660	2002
5670	3660	2075
5860	3660	2144
6070	3660	2221
6270	3680	2307
6470	3650	2361
6660	3660	2437
6860	3660	2510
7070	3660	2587
7270	3660	2660
7460	3660	2730
7660	3660	2803
7870	3660	2880
8070	3660	2953
8270	3660	3026
8470	3660	3100
8660	3660	3169
8870	3660	3246
9070	3650	3310
9260	3650	3379
9460	3650	3452
9670	3650	3529
9860	3650	3598
10070	3650	3675
10270	3650	3748
10470	3650	3821
10670	3650	3894
10870	3650	3967
11070	3650	4040
11260	3650	4109
11460	3640	4171
11660	3650	4255
11870	3640	4320
12060	3640	4389
12260	3640	4462
12470	3640	4539
12670	3640	4611
12870	3640	4684
13070	3640	4757
13260	3630	4813
13470	3630	4889
13670	3630	4962
13870	3620	5020
14070	3620	5093
14280	3620	5169
14460	3610	5220
14670	3600	5281
14870	3590	5338
15060	3580	5391
15260	3560	5432
15460	3550	5488
15660	3530	5527
15860	3510	5566
16060	3480	5588
16260	3450	5609
16470	3400	5599
16660	3360	5597
16860	3310	5580
17060	3240	5527
17260	3160	5454
17470	3070	5363
17670	2950	5212
17870	2830	5057
18070	2670	4824
18270	2470	4512
18470	2250	4155
18660	1980	3694
18870	1660	3132
19060	1310	2496
19260	860	1656
19470	350	681
19590	130	254
19590	0	0
19590	0	0
19590	0	0
19590	0	0
19590	0	0
19590	0	0
19590	0	0
19590	0	0
19590	0	0
19590	0	0
19590	0	0
19590	0	0
19590	0	0
19590	0	0
19590	0	0
19590	0	0
19590	0	0
19590	0	0
19590	0	0
19590	0	0
19590	0	0
