480	9800	470
970	9800	951
1480	9800	1450
1980	9780	1936
2470	9770	2413
2970	9760	2898
3470	9750	3383
3980	9740	3876
4480	9730	4359
4970	9710	4825
5470	9700	5305
5970	9690	5784
6460	9670	6246
6960	9670	6730
7460	9670	7213
7970	9660	7699
8480	9660	8191
8960	9650	8646
9470	9650	9138
9970	9650	9621
10460	9650	10093
10960	9640	10565
11460	9630	11035
11970	9620	11515
12470	9620	11996
12970	9600	12451
13470	9590	12917
13960	9580	13373
14460	9550	13809
14970	9520	14251
15460	9470	14640
15970	9370	14963
16470	9200	15152
16970	8940	15171
17470	8520	14884
17970	7900	14196
18470	6990	12910
18970	5730	10869
20330	0	0
20330	0	0
20330	0	0
20330	0	0
20330	0	0
20330	0	0
20330	0	0
20330	0	0
20330	0	0
