1330	55690	7407
1330	55690	7407
1480	55690	8242
1980	55670	11022
2470	55620	13738
2970	55560	16501
3470	55520	19265
3980	55490	22085
4480	55460	24846
4970	55420	27543
5470	55370	30287
5980	55310	33075
6470	55260	35753
6970	55170	38453
7460	55090	41097
7980	55000	43890
8480	54900	46555
8970	54800	49155
9470	54700	51800
9970	54540	54376
10470	54090	56632
10960	53450	58581
11460	52540	60210
11970	51250	61346
12470	49730	62013
12970	47790	61983
13470	45360	61099
13960	42730	59651
14470	39680	57416
14970	36220	54221
15460	32440	50152
15970	28290	45179
16470	23930	39412
16970	19430	32972
17470	14950	26117
18950	0	0
18950	0	0
18950	0	0
18950	0	0
18940	0	0
18940	0	0
18930	0	0
18940	0	0
18930	0	0
18920	0	0
18920	0	0
18920	0	0
