480	7760	372
970	7760	753
1480	7760	1148
1980	7750	1534
2470	7740	1911
2960	7740	2291
3470	7730	2682
3980	7720	3072
4470	7720	3450
4970	7710	3831
5470	7690	4206
5980	7670	4586
6470	7650	4949
6970	7610	5304
7460	7600	5669
7970	7590	6049
8480	7590	6436
8970	7580	6799
9460	7580	7170
9970	7580	7557
10470	7570	7925
10960	7560	8285
11460	7560	8663
11970	7550	9037
12470	7540	9402
12970	7540	9779
13470	7530	10142
13960	7520	10497
14460	7510	10859
14970	7490	11212
15460	7440	11502
15970	7360	11753
16470	7220	11891
16970	7000	11879
17470	6650	11617
17960	6140	11027
18470	5370	9918
18980	4220	8009
20140	0	0
20140	0	0
20140	0	0
20140	0	0
20140	0	0
20140	0	0
20140	0	0
20140	0	0
20140	0	0
