120	4370	52
280	4370	122
480	4370	210
670	4370	292
870	4370	380
1080	4360	470
1270	4360	553
1480	4360	645
1670	4360	728
1870	4360	815
2060	4360	898
2260	4350	983
2460	4350	1070
2670	4350	1161
2860	4350	1244
3070	4350	1335
3270	4350	1422
3470	4350	1509
3660	4350	1592
3870	4350	1683
4060	4340	1762
4260	4340	1848
4470	4350	1944
4670	4340	2026
4870	4340	2113
5080	4340	2204
5260	4340	2282
5470	4340	2373
5660	4340	2456
5860	4340	2543
6070	4340	2634
6260	4340	2716
6460	4330	2797
6660	4330	2883
6860	4330	2970
7070	4330	3061
7270	4330	3147
7450	4350	3240
7660	4330	3316
7860	4330	3403
8060	4330	3489
8270	4330	3580
8470	4330	3667
8660	4330	3749
8870	4330	3840
9070	4320	3918
9260	4320	4000
9460	4320	4086
9660	4320	4173
9850	4320	4255
10060	4320	4345
10260	4310	4422
10460	4320	4518
10660	4310	4594
10870	4310	4684
11060	4310	4766
11260	4310	4853
11450	4310	4934
11660	4310	5025
11860	4300	5099
12050	4300	5181
12260	4300	5271
12460	4300	5357
12670	4290	5435
12870	4290	5521
13060	4290	5602
13260	4290	5688
13460	4280	5760
13670	4280	5850
13860	4280	5932
14060	4270	6003
14270	4270	6093
14460	4260	6159
14670	4260	6249
14860	4250	6315
15060	4240	6385
15260	4220	6439
15450	4200	6489
15660	4170	6530
15860	4140	6566
16060	4100	6584
16260	4050	6585
16470	3990	6571
16660	3930	6547
16860	3850	6491
17060	3750	6397
17260	3630	6265
17460	3500	6111
17670	3490	6166
17860	3320	5929
18070	3140	5673
18270	2650	4841
18460	2360	4356
18660	1990	3713
18860	1940	3658
19050	1510	2876
19260	460	885
19400	440	853
19410	0	0
19400	0	0
19410	0	0
19410	0	0
19400	0	0
19400	0	0
19410	0	0
19410	0	0
19410	0	0
19410	0	0
19400	0	0
19410	0	0
19400	0	0
19400	0	0
19410	0	0
19410	0	0
19410	0	0
19400	0	0
19400	0	0
19410	0	0
19400	0	0
19400	0	0
