480	1570	75
970	1570	152
1480	1570	232
1980	1570	310
2470	1570	387
2970	1570	466
3470	1570	544
3980	1570	624
4480	1560	698
4970	1560	775
5470	1560	853
5980	1550	926
6460	1560	1007
6960	1560	1085
7460	1560	1163
7970	1560	1243
8470	1560	1321
8960	1560	1397
9470	1560	1477
9970	1560	1555
10470	1550	1622
10960	1550	1698
11460	1550	1776
11970	1550	1855
12480	1550	1934
12970	1550	2010
13460	1540	2072
13960	1530	2135
14470	1520	2199
14970	1500	2245
15460	1470	2272
15970	1420	2267
16470	1350	2223
16970	1250	2121
17470	1090	1904
18880	0	0
18890	0	0
18890	0	0
18890	0	0
18890	0	0
18890	0	0
18890	0	0
18890	0	0
18890	0	0
18890	0	0
18890	0	0
18890	0	0
