480	14940	717
970	14940	1449
1480	14940	2211
1980	14920	2954
2460	14910	3667
2970	14910	4428
3470	14900	5170
3980	14900	5930
4470	14890	6655
4970	14880	7395
5470	14850	8122
5970	14830	8853
6460	14830	9580
6960	14830	10321
7460	14830	11063
7970	14820	11811
8480	14820	12567
8960	14820	13278
9460	14810	14010
9970	14810	14765
10460	14810	15491
10960	14810	16231
11460	14800	16960
11970	14800	17715
12470	14790	18443
12970	14770	19156
13460	14700	19786
13960	14580	20353
14460	14370	20779
14970	14050	21032
15460	13590	21010
15970	12880	20569
16470	11910	19615
16970	10620	18022
17470	8910	15565
17980	6300	11327
19130	0	0
19130	0	0
19130	0	0
19130	0	0
19130	0	0
19130	0	0
19130	0	0
19130	0	0
19130	0	0
19130	0	0
19130	0	0
