90	820	7
280	820	23
480	820	39
670	820	54
880	810	71
1080	830	89
1270	820	104
1480	820	121
1670	810	135
1860	810	150
2060	810	166
2260	810	183
2470	810	200
2670	810	216
2860	810	231
3070	810	248
3270	810	264
3470	810	281
3660	810	296
3870	810	313
4060	810	328
4270	800	341
4470	810	362
4660	800	372
4870	800	389
5080	800	406
5260	800	420
5470	800	437
5660	800	452
5860	800	468
6070	800	485
6270	800	501
6460	800	516
6660	800	532
6860	800	548
7060	800	564
7270	800	581
7460	800	596
7660	790	605
7860	790	620
8060	790	636
8260	790	652
8470	790	669
8660	790	684
8860	790	699
9070	790	716
9260	790	731
9460	780	737
9660	780	753
9850	780	768
10060	780	784
10260	780	800
10460	780	815
10660	780	831
10870	780	847
11060	780	862
11260	770	867
11450	770	881
11650	770	897
11860	770	913
12050	770	927
12260	770	944
12460	760	946
12660	760	962
12860	760	977
13060	750	979
13260	750	994
13460	740	996
13660	740	1010
13850	730	1011
14060	730	1026
14270	720	1027
14460	710	1026
14670	700	1026
14870	680	1011
15060	670	1009
15260	660	1007
15450	640	988
15660	610	955
15860	590	935
16060	560	899
16260	510	829
16470	470	774
16650	420	699
16860	350	590
17060	280	477
17250	190	327
17460	80	139
17600	0	0
17600	0	0
17600	0	0
17600	0	0
17600	0	0
17600	0	0
17590	0	0
17600	0	0
17600	0	0
17600	0	0
17600	0	0
17600	0	0
17600	0	0
17600	0	0
17600	0	0
17600	0	0
17590	0	0
17600	0	0
17600	0	0
17600	0	0
17600	0	0
17590	0	0
17590	0	0
17600	0	0
17590	0	0
17590	0	0
17590	0	0
17590	0	0
17590	0	0
17590	0	0
17590	0	0
17600	0	0
